image_url,image_path,hate_final,appropriate_final,topic,topic_id,ocr,caption
https://dl.dropboxusercontent.com/scl/fi/n0h3dt1pbed4sugnbj4cb/1828194954592297.jpeg?rlkey=hdfbiruteuwtw82sfzye8wkuz,1828194954592297.jpeg,not hate,appropriate,gender,Jenis Kelamin,Pria seGagah ini sebenernya Pengen main di sini juga,Potret wahana bermain tiup unicorn yang meriah ini menyiratkan bahwa kesenangan masa kecil mengundang daya tarik universal tanpa batasan usia.
https://dl.dropboxusercontent.com/scl/fi/e528h8gkj6kio19oek0yb/597260993271333.jpeg?rlkey=vcvid05gg759r8zyjmvpa4ojq,597260993271333.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"gasemua orang harus lu bantu
tapi gua ga tega bjir",Visual ini menggambarkan konflik internal dalam membantu orang lain: antara memprioritaskan diri dan empati yang mendalam.
https://dl.dropboxusercontent.com/scl/fi/4o41nzul0gmj4wjmyabta/880744326593126.jpeg?rlkey=f6z1hwsln6em5eqsc4w3nx8qf,880744326593126.jpeg,hate,inappropriate,institutions,Institusi/Perusahaan,"Nobody:
Mesin radioterapi nganggur di Goiania, Brazil:","Visual meme Trollface dan teks mengenai mesin radioterapi tak terpakai di Goiania, Brasil, menyampaikan sindiran gelap terhadap potensi bahaya atau insiden radiologi."
https://dl.dropboxusercontent.com/scl/fi/0qu5bnmmhddi9jfnqkaq1/122128720616697547.jpeg?rlkey=t72vddux870vol6gul0kkwg5h,122128720616697547.jpeg,not hate,appropriate,gender,Jenis Kelamin,"Tumbler minum cewek:
Tumbler minum cowok:",Ilustrasi ini membandingkan preferensi wadah minum antara perempuan (estetis) dan laki-laki (pragmatis/tidak konvensional) secara humoris.
https://dl.dropboxusercontent.com/scl/fi/7uwmua64dpj0xng69zbiq/821065213387771.jpeg?rlkey=pj28p6djsqlw6x82sj43h77as,821065213387771.jpeg,hate,inappropriate,"national origin, gender","Suku/Etnis/Ras, Jenis Kelamin","OPM BOYFRIEND
CHINDO BURON GIRLF","Visual ini menampilkan seorang pria dan wanita dengan label ""OPM BOYFRIEND"" dan ""CHINDO BURON GIRLF"", menyiratkan konteks hubungan yang kompleks."
https://dl.dropboxusercontent.com/scl/fi/kivt02cbb4h5hiqo9sxkb/659212017010605.jpeg?rlkey=zoa3zmylym864zu6epvjxbmya,659212017010605.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"""ngeliat temen pada jam pulang sekolah, tapi cuma dia satu satunya di sekolah :""

""Mama, angkat teleponnya""

""kasian, untung rumah gua sebelah kantin""","Visual ini menyajikan kontras ekspresi antara dua siswa, di mana satu merasa cemas menunggu jemputan sepulang sekolah sementara yang lain santai."
https://dl.dropboxusercontent.com/scl/fi/lb9ac48zgljzcoemykhmk/1960928927643414.jpeg?rlkey=nyivm5e2gkpdxhlgwv66nyqp7,1960928927643414.jpeg,hate,inappropriate,national origin,Suku/Etnis/Ras,"Inspirası nama batak untuk anak laki laki
SHARON
EYAL
TZADIKOV
BENJAMIN
YOSEF
ZION
EPSTEIN
COHEN
LEVİ
EZEKIEL","Visual ini menyajikan 10 nama yang disebut sebagai inspirasi nama Batak untuk anak laki-laki, namun mayoritas memiliki akar Ibrani."
https://dl.dropboxusercontent.com/scl/fi/hxw252eri030l9qr8t0c9/1893982628082713.jpeg?rlkey=etce11n4humxl1al8yrwicfc2,1893982628082713.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"jangan salahkan
kalau gw jadi villain
Harucha
tapi salahkan","Gambar ini menampilkan ilustrasi karakter anime yang mengindikasikan potensi transformasi menjadi 'villain', disertai konteks penantian persetujuan unggahan digital."
https://dl.dropboxusercontent.com/scl/fi/aaz781ebmxdafe91agssr/1267457898076637.jpeg?rlkey=45c3picj7n75tn2uifily5m9l,1267457898076637.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Tukang service kalm
Kalm
wajah tiba-tiba Mulai serius
Panik
Nyebut ""ya Allah, kenapa ini?""","Konten visual ini menggambarkan progresi kekhawatiran tukang servis dari tenang hingga panik, mengisyaratkan masalah yang kian krusial."
https://dl.dropboxusercontent.com/scl/fi/1sd4hc3wo3ryn8herf20m/687588550628430.jpeg?rlkey=vtz3i44njut13wwasm29bk3s5,687588550628430.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,Posisi kamu saat ini,"Gambar ini menampilkan individu berselimut di ranjang dengan gawai, disertai teks ""Posisi kamu saat ini"" yang menyiratkan kesamaan situasi dengan pemirsa."
https://dl.dropboxusercontent.com/scl/fi/57gswu3yg3dazu9fqpio8/979511220877969.jpeg?rlkey=a5kzs1u0kgh0b5ipypizh5bcz,979511220877969.jpeg,hate,inappropriate,individual,Individu,Sosok Agus Supriatna Penyewa Mobil di Kasus Penembakan Bos Rental,"Visual ini menunjukkan Agus Supriatna, penyewa mobil terkait kasus penembakan bos rental, bersama kendaraan dan didampingi petugas."
https://dl.dropboxusercontent.com/scl/fi/qem9rxkbde709g7tf66yd/552511224545597.jpeg?rlkey=wywyj9swcy6zcfgrihqrfzsfp,552511224545597.jpeg,not hate,inappropriate,gender,Jenis Kelamin,"""Kabupaten Grobogan
20.5K orang telah ditambahkan ke Favorit
778 komentar
Syafira 🌸
nemenin diaa dari naikk motor beat sampe diaaa naikk aku😭🙏
13 j
Balas
Lihat 142 balasan""","Konten ini menampilkan perjalanan pendampingan dalam hubungan, berawal dari kesederhanaan hingga mencapai fase komitmen mendalam."
https://dl.dropboxusercontent.com/scl/fi/l45wy46e6q2srhpeztqm6/847921687368790.jpeg?rlkey=5wfvk2ujdpsc7imc6h6jpj42l,847921687368790.jpeg,hate,inappropriate,national origin,Suku/Etnis/Ras,"Bali United
ENGGGGAAAAAKKKK PULAU KITA HARUS TETAP TERPISAH, AGAR PENGARUH BURUK DARI LUAR TIDAK MASUK KE PULAU GW
Ayo buat jembatan antara pulau, seperti Surabaya dan Madura
Bule
Honey aku ingin beli tanah di pulau kamu boleh yah
Yes honey","Meme ini secara satir menggambarkan inkonsistensi sikap protektif terhadap pulau dari pengaruh luar, namun luntur saat kepemilikan tanah asing ditawarkan."
https://dl.dropboxusercontent.com/scl/fi/b6kbbmkh8tk7bl07ms05f/529309546241381.jpeg?rlkey=336jpmzsay7wga84mbq9rgxfl,529309546241381.jpeg,hate,inappropriate,political,Politik,"MULAI 1 SEPTEMBER 2024
PENBELEI PERTALITE
HARUS MELAKUKAN
GOYANG OKE GAS
TIDAK GOYANG
= TIDAK DILAYANI","Visual ini menampilkan pengumuman berlatar SPBU tentang persyaratan tidak lazim bagi pembeli Pertalite mulai 1 September 2024, mengindikasikan pesan lelucon atau hoaks."
https://dl.dropboxusercontent.com/scl/fi/bl2szrrqzcdbgw2tco5t5/122225373380229730.jpeg?rlkey=pa7kzsdmtmeo5b2c4xa8d991x,122225373380229730.jpeg,hate,inappropriate,"gender, institutions","Jenis Kelamin, Institusi/Perusahaan","9,605 comments
@nnutrisyar'i
Pot bunga sekarang bisa jadi cepol ka? Serius nanya
1d Reply
66.9K","Visual ini menunjukkan wanita berseragam pink dengan gaya hijab bervolume menonjol, merefleksikan tren mode dan diskusi seputar estetika busana muslimah."
https://dl.dropboxusercontent.com/scl/fi/qsqnjd62okw0rdr98hjv1/986439706442006.jpeg?rlkey=ttxcmd4etct0lpg38qxooltsl,986439706442006.jpeg,hate,inappropriate,"national origin, political","Suku/Etnis/Ras, Politik","#usir_cina
#cinapenjajah
#bringback98
""pribumi telah jatuh""
kamu mau
punya keturunan
orang jawa gak?
?","Meme ini menyoroti ironi sentimen anti-Tionghoa agresif yang kontras dengan pertanyaan tentang keturunan Jawa, mengisyaratkan inkonsistensi identitas 'pribumi'."
https://dl.dropboxusercontent.com/scl/fi/4oxr21vaasyh917goonbq/122183908634179386.jpeg?rlkey=l2b2werp33wpk6zuwq786l86c,122183908634179386.jpeg,not hate,inappropriate,social sub-groups,Kelompok Sosial,"STOP
BANJIR NYAMPE
LEHER
BiJI GW KOK
TIBA2 GATEL
NAIK KE DARAT
DULU
LINTAH
BUAJINGAN!!","Gambar ini menggambarkan Patrick Star di air banjir yang merasakan gatal mendadak di area sensitif, ternyata disebabkan oleh lintah."
https://dl.dropboxusercontent.com/scl/fi/y51416vovo59oqnyva4yh/122117672444798273.jpeg?rlkey=8ta6lpcdek9ji9uti5x0o57z1,122117672444798273.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,Tempat Gosip Akurat Ibu-ibu,"Visual ini secara humoris mengilustrasikan kontras antara kafe modern dan lapak dagang sebagai ""tempat gosip akurat ibu-ibu"", menekankan pilihan lokasi informal."
https://dl.dropboxusercontent.com/scl/fi/t8vfntq4527rhr1orrbov/122219537816214405.jpeg?rlkey=46t4klz2lvgym9comkt8t3gz8,122219537816214405.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,[Bos Muda] 7906 2 9 2 BOS MUDA 14,"Visual ini menampilkan kritik sarkastik pemain dalam game daring yang memicu reaksi emosional, menyoroti tekanan interaksi dalam komunitas gim."
https://dl.dropboxusercontent.com/scl/fi/8bayb92cj04qiozjro2i8/1057019459793811.jpeg?rlkey=zo1a63d3i3q2pdivaxin34a7t,1057019459793811.jpeg,not hate,appropriate,individual,Individu,DEDE INOEN AKHIRNYA BISA AJAK DENSU MAKAN RATU IBLIS HINGGA ANAKONDA !!!! 1.030.035 x ditonton 3 h lalu #31 di Trending ...selengkapnya THE SUMARGO'S 253 rb Subscribe VIA1CAK.COM,Visual ini menyajikan satir tentang kebiasaan makan ekstrem Dede Inoen dengan menempatkannya di puncak piramida makanan.
https://dl.dropboxusercontent.com/scl/fi/3im7agp1ybbwwvt4w7sgw/1510212073231011.jpeg?rlkey=hamsbkzpyoswa6qozfey8c9zm,1510212073231011.jpeg,hate,inappropriate,"institutions, national origin","Institusi/Perusahaan, Suku/Etnis/Ras","Duit judi online
Pecandu slot rakus
dari some secluded
alley di Jawa
KOMINFO 😢","Karikatur ini menggambarkan derasnya aliran uang judi daring kepada pecandu, sementara upaya regulasi KOMINFO tampak kurang efektif."
https://dl.dropboxusercontent.com/scl/fi/y0j15f3jpxv80g6n2vk0w/603746232605359.jpeg?rlkey=pzsik01p9r7nx9fn4ttzflaf9,603746232605359.jpeg,not hate,appropriate,gender,Jenis Kelamin,"Gw: 
Gw tandain muka lo sayang","Visual ini memperlihatkan karakter animasi yang terkesima, menandakan ketertarikan kuat setelah disenyumi seorang wanita."
https://dl.dropboxusercontent.com/scl/fi/gxqmrvnjmtyqlrmllit64/987176110239745.jpeg?rlkey=koenvy4fcbgryqbmr8sl539ot,987176110239745.jpeg,not hate,appropriate,gender,Jenis Kelamin,"Master
Auled",Gambar ini memvisualisasikan kontras humoris antara citra tangguh pengendara motor dan motif sprei kasurnya yang tak terduga.
https://dl.dropboxusercontent.com/scl/fi/r0vjpgl0ksoj6c75ac0gt/1029554059309219.jpeg?rlkey=j1c5zvmdwv0jw25bshtteuvhg,1029554059309219.jpeg,hate,inappropriate,"individual, institutions","Individu, Institusi/Perusahaan","#JusticeForARGO
#UsutTuntas
#AdiliChristianoTarigan","Visual ini menggambarkan upaya manipulasi hukum melalui kekayaan setelah kecelakaan, indikasi korupsi aparat, dan tuntutan keadilan publik."
https://dl.dropboxusercontent.com/scl/fi/mslmhuz3w843fmtb14b0h/172118098858536.jpeg?rlkey=rt4kq20jbtvfjajujxo34d3hi,172118098858536.jpeg,hate,inappropriate,"individual, political","Individu, Politik","GTA
G-RAKAN TANGKAP AHOK","Dua pria memegang spanduk bertuliskan 'GTA' dengan simbol kepalan tangan, serta tagar #GERAKANTANGKAPAHOK, mengampanyekan aksi politik."
https://dl.dropboxusercontent.com/scl/fi/3ccqrmsjidt4dgx50z04p/122176385138358932.jpeg?rlkey=f4g55xjb7j63r5xcnxfcj86se,122176385138358932.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"MK:nanya lokasi di tempat yang belum di ketahui
Capiicron
Guest
mba mau nanya indojuni dimananya?
se on oikealla, jatka kaantymista vasemmalle
jir bahasa apa itu?","Visual ini menggambarkan kekacauan komunikasi linguistik saat bertanya arah di lingkungan virtual, menyoroti tantangan multilingual."
https://dl.dropboxusercontent.com/scl/fi/oia9hb6pvd9av7hrysi2k/135768968989271.jpeg?rlkey=nasx9fgouvusqydboey34xztb,135768968989271.jpeg,hate,inappropriate,gender,Jenis Kelamin,"Biarpun sama2
perempuan, tapi
pakaian kuntilanak
jauh lebih sopan
daripada ABG jaman
sekarang",Visual ini menampilkan sosok kuntilanak disertai narasi kritis tentang kesopanan berpakaian remaja masa kini.
https://dl.dropboxusercontent.com/scl/fi/sv08t88eou9xb8zfjt0zt/122213939054140662.jpeg?rlkey=qx2qsempnl0tkhne96vu5aw3y,122213939054140662.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,ekspresi gwe :,"Visual ini menampilkan seekor kerbau yang sedang mengonsumsi rumput, melambangkan kepedulian seorang anak perantauan terhadap kesejahteraan orang tuanya."
https://dl.dropboxusercontent.com/scl/fi/h61dxez1374i5x5629fwb/122130460388670963.jpeg?rlkey=lqy908jpllm72nxfng8f11qd6,122130460388670963.jpeg,not hate,appropriate,national origin,Suku/Etnis/Ras,"ALAMAK! BUAH MASAK KELILING, DUIT NIH
INI Tipe sawit paling bujank di kebun ini
LAH KENAPA? BUAH BANYAK PERUSAHAAN SENANG LAH
TUNGGU 2 BULAN LAGI, KAU Akan MENGERTI
KEK MANA KAU INI, 14 HECTAR CUMA 1,1 TON
BUAH TREK SEMUA BUJANKKKK",Komik ini mengilustrasikan penurunan hasil panen kelapa sawit yang drastis akibat fenomena 'trek' pada pohon.
https://dl.dropboxusercontent.com/scl/fi/1k7ur76a7ok2r1d8gruji/1884392168975613.jpeg?rlkey=hgiejh1ev3uhv032uixbehf1s,1884392168975613.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"luluhur ketika ada yg beropini bahwa 1 gorila bisa mengalahkan 100 manusia
dek dek, marmut yg segede gaban ajah gw bikin punah","Visual ini menampilkan leluhur yang menyindir opini dominasi gorila atas manusia, menyoroti kemampuan manusia purba memusnahkan megafauna."
https://dl.dropboxusercontent.com/scl/fi/jksg6wzemc6e0d7gbf2s5/900296705466088.jpeg?rlkey=a5kq2frtoii7bi3hu0bmdrm1h,900296705466088.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Ke puncak
lewat jalan kampung
biar gak macet",Visual ini menggambarkan ironi strategi menghindari kemacetan ke Puncak melalui jalan alternatif yang justru mengalami kemacetan parah.
https://dl.dropboxusercontent.com/scl/fi/putrh8oy57brte70fqaui/918605522807006.jpeg?rlkey=2zilizexxkt1t22r31v0u994e,918605522807006.jpeg,hate,inappropriate,"social sub-groups, gender","Kelompok Sosial, Jenis Kelamin","MY CHILD
WILL
Dramain dan
doxxing crossdresser
demi clout dan
publicity
*spam gambar femboy
sampai dikeluarin dari
server discord*","Gambar ini secara satir mengkontraskan anjuran perilaku daring destruktif versus tindakan disruptif ringan, direpresentasikan oleh iblis dan Yesus."
https://dl.dropboxusercontent.com/scl/fi/k6nhtzh96sr09kntfbw6h/883287783803562.jpeg?rlkey=nw1j8c6ww0i2sjfvzy9ltq0ed,883287783803562.jpeg,hate,inappropriate,"religion, national origin, social sub-groups","Agama, Suku/Etnis/Ras, Kelompok Sosial","Nyalahan diri sendiri
Karena tidak berusaha
Sekeras mungkin
Untuk semua hal buruk
Yang menimpamu
Nyalahan Yahudi",Visual ini menyoroti perbedaan sikap dalam menyikapi kesulitan: introspeksi diri versus menyalahkan Yahudi sebagai bentuk pengkambinghitaman.
https://dl.dropboxusercontent.com/scl/fi/ve2a5irziswtaau6tr7m8/2255972768185836.jpeg?rlkey=ms190et6aupnu72ptprcfrwyy,2255972768185836.jpeg,not hate,appropriate,institutions,Institusi/Perusahaan,Marine biology fact,"Visual sureal udang berapi dan label ""Marine Biology Fact"" ini membingkai pesan formal tentang manajemen risiko dan dedikasi tim penyelamat."
https://dl.dropboxusercontent.com/scl/fi/k28wdkh80kldtnb4038i9/1043681801222692.jpeg?rlkey=k88f16qkql0ckxqdrwv40e4ky,1043681801222692.jpeg,hate,inappropriate,political,Politik,"2030 istriwil & amerika menuduh
Indonesia mempunyai nuklir
Bakso Nuklir
*gw yg lagi makan senjata pemusnah lapar*",Gambar ini secara humoris mengkontraskan tuduhan masa depan kepemilikan nuklir Indonesia dengan spanduk 'Bakso Nuklir' dan seorang pria sedang makan.
https://dl.dropboxusercontent.com/scl/fi/iao67zzyuwgnmhhph3bfx/1070732561619777.jpeg?rlkey=a19ny9bg54j6qapvrrjdpinyn,1070732561619777.jpeg,hate,inappropriate,national origin,Suku/Etnis/Ras,BATAK,Gambar monyet dengan simbol larangan dan tulisan 'BATAK' merepresentasikan penolakan terhadap stereotip rasial.
https://dl.dropboxusercontent.com/scl/fi/7k188n5w3z6w2edbrynad/1336519460570580.jpeg?rlkey=w4q0jh3tazch3tdqtj2mibla5,1336519460570580.jpeg,not hate,inappropriate,social sub-groups,Kelompok Sosial,"Hanya karena kamu benar
bukan berarti aku salah,
kamu hanya belum
pernah hidup di posisiku
empat
bego anjing",Visual ini menggambarkan perbedaan sudut pandang terhadap suatu objek (angka 6/9) dan pesan bahwa kebenaran seseorang tidak selalu berarti kesalahan orang lain.
https://dl.dropboxusercontent.com/scl/fi/47imn0bmti4xd5aimbdxa/122147103662682172.jpeg?rlkey=o85z3sx3uuj8h5ltdm0zaspad,122147103662682172.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Sejauh pengetahuan kita, partikel quantum, seperti elektron, kuark, dan neutrino, adalah benda terkecil di alam semesta. 17 Mar 2023

Tombol (x) pada iklan","Gambar ini secara humoris menyoroti sulitnya menemukan tombol 'x' iklan, menyamakannya dengan partikel kuantum terkecil."
https://dl.dropboxusercontent.com/scl/fi/yhyg9h6en0qi6aq28zfx6/2643333549205527.jpeg?rlkey=xp0hxiv97udx77sbgb37whfpk,2643333549205527.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,"KETIKA TEMEN PECANDU SL*T
NGELUH BARU NYADAR TERNYATA
SELAMA INI JUD*L BIKIN TEKOR
Gue dengan Bahagia:
*Makanya Punya Otak
buat mikir bukan buat
pajangan Doang","Visual ini menyoroti kesadaran terlambat seorang pecandu judi akan kerugian finansial, disertai sindiran tentang pentingnya penalaran logis dalam menghadapi konsekuensi."
https://dl.dropboxusercontent.com/scl/fi/0p6umfeary8a76cjdl4be/457815510401591.jpeg?rlkey=55tf9pi4imjigvdhgnezeg9nd,457815510401591.jpeg,hate,inappropriate,"individual, political","Individu, Politik","OW OW!
MUNIR DIB*NUH
PEMERINTAH !!!","Visual ini secara satir menggambarkan seseorang yang berulang kali mencelakai diri sendiri, namun kemudian menyalahkan pihak pemerintah atas akibatnya."
https://dl.dropboxusercontent.com/scl/fi/ki00nurz84tgq4371zlvq/9203566416422426.jpeg?rlkey=ywpj5e4dmm12wwewj68esmgi6,9203566416422426.jpeg,not hate,appropriate,individual,Individu,"Sasuke, Tolong cari...
Cari apa, Kak?
Carii...
Pacaar laag!!!","Panel komik ini menampilkan Itachi yang bertransformasi wajah saat meminta Sasuke mencari pasangan lagi, menyiratkan kelelahan humoris."
https://dl.dropboxusercontent.com/scl/fi/oxtd38rb5jzq64ad44tr1/430298649938756.jpeg?rlkey=3ptnyususxp2gxnvi40esicdi,430298649938756.jpeg,hate,inappropriate,gender,Jenis Kelamin,"*Kenapa kita harus menghormati wanita?
*supaya kita dapat kehormatannya...
*tol*I","Meme dialog Po dan Shifu ini secara satir mengkritisi pandangan transaksional dalam menghormati wanita, menyiratkan bahwa hormat harus tanpa pamrih."
https://dl.dropboxusercontent.com/scl/fi/sn8sxb5zahrpatwidq2ay/1972333889802560.jpeg?rlkey=cebj3u2sm7z23tdhtzhokdauj,1972333889802560.jpeg,not hate,appropriate,"social sub-groups, political","Kelompok Sosial, Politik","Hanya sedang menikmati
momen kebersamaan dengan
kawan-kawan sebaik
sebelum ada telpon genggam",Menampilkan lukisan pertempuran bersejarah yang kontras dengan narasi humor gelap tentang kebersamaan sebelum era modern.
https://dl.dropboxusercontent.com/scl/fi/vx09gavx938ekflicstim/9871419962888817.jpeg?rlkey=ren8sw2o12nrmubzoiw4sf11v,9871419962888817.jpeg,hate,inappropriate,national origin,Suku/Etnis/Ras,"jakarta
jawa, bro kamu?
Caucasoid
Negroid
jawa, bro kamu?
Negroid",Ilustrasi ini membandingkan persepsi rasial yang bervariasi dengan realitas percakapan mengenai asal-usul individu.
https://dl.dropboxusercontent.com/scl/fi/ezfz4cia4z51czkgd0waf/122146323404682172.jpeg?rlkey=9jjndybqkuqgth8zkm6ii3lq1,122146323404682172.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,"abis cfd day pagi, mampir ke hollywood 😎","Sebuah papan nama ""HOLLYWOOD"" terpampang ironis di atas tumpukan sampah besar, menyoroti kontras realitas lingkungan."
https://dl.dropboxusercontent.com/scl/fi/w6msqxcpqq9b6o7tfvdwv/122136597308461602.jpeg?rlkey=gx9kmfjbhxujkb4r4jnb4ntjz,122136597308461602.jpeg,not hate,appropriate,"social sub-groups, religion","Kelompok Sosial, Agama","RAMADHAN
56
HARI LAGI
RAMADHAN
56
HARI LAGI",Visual kartun ini menampilkan karakter Spongebob Squarepants yang menginformasikan hitung mundur 56 hari menuju Ramadhan.
https://dl.dropboxusercontent.com/scl/fi/opur3r1cqkbvcnumls7mx/905713048256320.jpeg?rlkey=1rd8tburd7udb7goszmp8trfb,905713048256320.jpeg,hate,inappropriate,"individual, political","Individu, Politik","REFORMASI
DINABISI
WARNING

INDONESIA BARU
TANPA
DINASTI
JOKOWI

MINIMAL
MALU!

DUA TIGA
DAUN
SAWI

MARI
GANYANG
DINASTI
JOKOWI!!","Sebuah properti pasungan simbolis berwajah Presiden Jokowi menjadi fokus protes, menampilkan seruan anti-dinasti politik dan kritik atas kemunduran reformasi."
https://dl.dropboxusercontent.com/scl/fi/ff2javar9i8w7027s6nvu/725390316470975.jpeg?rlkey=u7e2xofsdtpnsfjvusim6j60v,725390316470975.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,AKU DITENGAH KESUNYIAN MALAM:,Visual ini secara humoris menggambarkan fenomena aktivitas memasak mi instan secara sembunyi-sembunyi di dapur pada larut malam.
https://dl.dropboxusercontent.com/scl/fi/f0pmo0oorhxb0y32ormvl/652866811058282.jpeg?rlkey=ijwpn8obei2rxfeab5sokib69,652866811058282.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"424 komentar
diomongin doang mah masih biasa, lah keluarga gw diem aja disantet tetangga","Visual menampilkan boneka hijau murung yang merefleksikan kritik terhadap gosip tetangga tak beralasan, diperkuat komentar sarkastik tentang bahaya dari tetangga."
https://dl.dropboxusercontent.com/scl/fi/cmbdmpowrktzv54fosvs8/122135097134765297.jpeg?rlkey=wqitnhanfuplwugvpvm3nsjan,122135097134765297.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"Lu mulai sadar kalo hidup
cuma buat ngelakuin hal
yang gak lo suka
Pas kecil berangkat sekolah
pas dewasa berangkat kerja
gatau sampe kapan","Visual seorang pria berwajah letih ini melambangkan kekecewaan terhadap siklus hidup yang didominasi rutinitas tak disukai, dari sekolah hingga bekerja."
https://dl.dropboxusercontent.com/scl/fi/mnlqdwqkf59b3tilxd9rr/122136578564565213.jpeg?rlkey=0f5hsd8ndp43z8fbtf0i95cty,122136578564565213.jpeg,not hate,appropriate,,Tidak Ada/Umum/Acak,Ngebuburit,"Gambar ini menyajikan beragam hidangan dalam kemasan individual, mengindikasikan suasana persiapan takjil untuk berbuka puasa."
https://dl.dropboxusercontent.com/scl/fi/o661kta0ol69gsyj4jrby/2493681157667828.jpeg?rlkey=vx8hertm1vpd75jtcmr1e29xf,2493681157667828.jpeg,hate,inappropriate,"social sub-groups, religion","Kelompok Sosial, Agama","Mfs be sayin sum
nonchalant shyt while
Qurban like
""mas itu orang mas
bukan hewan""
sybau 🌸❤️
lil bro
y'all need to stop hatin'
& grown up","Visual ini menampilkan teks yang mengecam komentar tidak pantas terkait perayaan Iduladha, serta menyerukan sikap yang lebih dewasa dan menghargai."
https://dl.dropboxusercontent.com/scl/fi/or3fgbu7rhnm7iqc6wlqv/122130068798765297.jpeg?rlkey=jn5dm0vwv043hnhbk1f1c9tk2,122130068798765297.jpeg,not hate,appropriate,"social sub-groups, institutions","Kelompok Sosial, Institusi/Perusahaan","Badai PHK, Jumlah Pengangguran di Indonesia Naik Jadi 7,28 Juta Orang
lulusan 2021
lulusan 2024
lulusan 2020
Bro kita kedatangan temen baru
lulusan 2023","Visual ini menggambarkan kondisi pengangguran yang melonjak, diperparah dengan persaingan ketat di pasar kerja bagi para lulusan dari berbagai angkatan."
https://dl.dropboxusercontent.com/scl/fi/cnet3am4vax6l9e0dxx3u/1222234606158270.jpeg?rlkey=ywmbjvw5zhulit7b7eqkdnet1,1222234606158270.jpeg,hate,inappropriate,"individual, political","Individu, Politik","THE MEN
WHO BUILT
INDONESIA
EMAS
2045","Penyajian visual tokoh-tokoh penting Indonesia sebagai ""The Men Who Built Indonesia"" untuk mencapai ""Indonesia Emas 2045""."
https://dl.dropboxusercontent.com/scl/fi/li4wzlu47ybl3vjigizmd/1092332346261055.jpeg?rlkey=7sh9oobufoacnemq4uxpcnltf,1092332346261055.jpeg,hate,inappropriate,institutions,Institusi/Perusahaan,"Hasil Autopsi Jurnalis SW, Polisi: Tak Ada Tanda Kekerasan, Dugaan TBC.
Reaksi Polisi yg ngeb*n*h:","Visual ini menyajikan kontradiksi dugaan pembunuhan jurnalis versus rilis polisi tanpa kekerasan, disusul sindiran keras atas potensi rekayasa kasus."
https://dl.dropboxusercontent.com/scl/fi/3zdvm0gis8cbghrrp03u6/673464282253063.jpeg?rlkey=b76ur9t6g768x9kfnn75r3q8y,673464282253063.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"SATE RASA KEMENANGAN KING INDO
SATE RASA KEMENANGAN KING INDO","Visual ini menampilkan hidangan sate yang menggugah selera, dilengkapi tulisan 'SATE RASA KEMENANGAN KING INDO' yang merepresentasikan cita rasa istimewa."
https://dl.dropboxusercontent.com/scl/fi/eret0tv3s4c95sum8dk2o/1088861145781442.jpeg?rlkey=8vej8tjikr556p0m0kl579hqz,1088861145781442.jpeg,hate,inappropriate,"individual, political","Individu, Politik","They call me 007
0 biji
0 istri
7 lusin mahasiswa hilang","Gambar ini menampilkan seorang pria bergaya 007 yang disandingkan dengan teks satir tentang ""0 biji, 0 istri,"" dan secara gelap mengacu pada ""7 lusin mahasiswa hilang."""
https://dl.dropboxusercontent.com/scl/fi/mvclt2n8m15pnqur2ox6w/685877157595424.jpeg?rlkey=191h5jqyf463p4c8ksu6zeqzx,685877157595424.jpeg,hate,inappropriate,social sub-groups,Kelompok Sosial,"Itu Matchalover nak
Ayah...itu apa ?",Visual ini menggambarkan momen jenaka seorang ayah yang mengidentifikasi sapi pemakan rumput sebagai 'Matchalover' kepada anaknya.
https://dl.dropboxusercontent.com/scl/fi/2rjslyo2s4gyg8ekpi6ol/9373593389429210.jpeg?rlkey=k0elywwtrxhdepblzi58qrg15,9373593389429210.jpeg,not hate,appropriate,social sub-groups,Kelompok Sosial,"""Kami adalah Arsenal""
""Sampai jumpa hari Rabu""
""Rabu, jam 9 malam""
""Kata yang paling sering didengar di ruang ganti? Remontada""
""90 menit sangatlah lama""","Visual ini menampilkan pemain Arsenal di lapangan, dilengkapi narasi fokus tim pada identitas, laga Rabu, serta tantangan 'remontada' sepanjang 90 menit."
